jen, ranking_hypot_twopoint_best, ranking_hypot_twopoint_ave
3733,   0.7742, 0.679902
3734,   0.7742, 0.673099
3735,   0.7742, 0.677973
3736,   0.7742, 0.674863
3737,   0.7742, 0.671435
3738,   0.7742, 0.668688
3739,   0.7742, 0.673442
3740,   0.7742, 0.672086
3741,   0.7742, 0.665666
3742,   0.7742, 0.668433
3743,   0.7742, 0.669931
3744,   0.7742, 0.672137
3745,   0.7742, 0.676022
3746,   0.7742,  0.68245
3747,   0.7742, 0.677796
3748,   0.7742, 0.665526
3749,   0.7753,  0.67557
3750,   0.7753, 0.678139
3751,   0.7753, 0.677576
3752,   0.7753, 0.673403
3753,   0.7753, 0.677839
3754,   0.7753, 0.677691
3755,   0.7753, 0.681552
3756,   0.7753, 0.679497
3757,   0.7753, 0.681288
3758,   0.7753, 0.686174
3759,   0.7753, 0.674241
3760,   0.7753, 0.675349
3761,   0.7753, 0.676291
3762,   0.7753, 0.679141
3763,   0.7753, 0.679283
3764,   0.7753, 0.681355
3765,   0.7753, 0.675297
3766,   0.7753, 0.677104
3767,   0.7753, 0.676719
3768,   0.7753, 0.679655
3769,   0.7753, 0.679295
3770,   0.7753, 0.672798
3771,   0.7753, 0.672026
3772,   0.7753,  0.67141
3773,   0.7753, 0.670482
3774,   0.7753, 0.672814
3775,   0.7753, 0.672099
3776,   0.7753, 0.672349
3777,   0.7753,  0.67545
3778,   0.7753, 0.681922
3779,   0.7753, 0.674903
3780,   0.7747, 0.667144
3781,   0.7747, 0.666997
3782,   0.7747,  0.67349
3783,   0.7747, 0.674722
3784,   0.7747, 0.679313
3785,   0.7747, 0.679898
3786,   0.7747, 0.670738
3787,   0.7747, 0.675085
3788,   0.7747,  0.66421
3789,   0.7747, 0.670329
3790,   0.7747, 0.670454
3791,   0.7747, 0.669981
3792,   0.7749, 0.676193
3793,   0.7749, 0.672666
3794,    0.776, 0.675315
3795,    0.776, 0.676506
3796,    0.776, 0.679104
3797,    0.776, 0.681704
3798,    0.776, 0.681766
3799,    0.776, 0.676269
3800,    0.776, 0.674552
3801,    0.776, 0.678104
3802,    0.776, 0.676734
3803,    0.776, 0.674637
3804,    0.776, 0.681429
3805,    0.776, 0.681121
3806,    0.776, 0.672385
3807,    0.776, 0.675729
3808,    0.776, 0.677097
3809,    0.776, 0.675024
3810,    0.776, 0.671002
3811,    0.776, 0.676711
3812,    0.776, 0.672613
3813,    0.776, 0.682054
3814,    0.776, 0.673815
3815,    0.776, 0.671094
3816,    0.776, 0.673797
3817,    0.776, 0.665994
3818,    0.776, 0.672509
3819,    0.776, 0.673513
3820,    0.776, 0.678788
3821,    0.776, 0.673468
3822,    0.776, 0.670747
3823,    0.776, 0.680649
3824,    0.776, 0.679428
3825,    0.776, 0.676028
3826,    0.776, 0.678117
3827,    0.776, 0.679871
3828,    0.776,  0.67208
3829,    0.776, 0.681225
3830,    0.776, 0.681842
3831,    0.776, 0.682007
3832,    0.776, 0.680515
3833,    0.776, 0.671018
3834,    0.776, 0.669931
3835,    0.776, 0.671049
3836,    0.776, 0.665207
3837,    0.776, 0.673381
3838,    0.776, 0.667701
3839,    0.776, 0.669973
3840,    0.776, 0.666706
3841,    0.776, 0.661213
3842,    0.776, 0.662774
3843,    0.776, 0.669091
3844,    0.776, 0.672418
3845,    0.776, 0.678767
3846,    0.776, 0.679386
3847,    0.776, 0.676992
3848,    0.776, 0.682074
3849,    0.776, 0.687681
3850,    0.776, 0.680264
3851,    0.776, 0.680497
3852,    0.776, 0.680066
3853,    0.776, 0.678092
3854,   0.7784, 0.678837
3855,   0.7784, 0.671533
3856,   0.7784, 0.675561
3857,   0.7784,  0.67673
3858,   0.7784, 0.678247
3859,   0.7784, 0.678968
3860,   0.7784, 0.678136
3861,   0.7784, 0.682884
3862,   0.7784, 0.673994
3863,   0.7784, 0.671215
3864,   0.7784, 0.671691
3865,   0.7784, 0.668936
3866,   0.7784, 0.677942
3867,   0.7784, 0.680569
3868,   0.7784, 0.676801
3869,   0.7784, 0.680814
3870,   0.7784, 0.670588
3871,   0.7784,  0.67855
3872,   0.7784, 0.678872
3873,   0.7784, 0.680445
3874,   0.7784, 0.680018
3875,   0.7784, 0.684491
3876,   0.7784, 0.683396
3877,   0.7784, 0.684809
3878,   0.7784, 0.683544
3879,   0.7772, 0.678375
3880,   0.7772, 0.678523
3881,   0.7772, 0.670668
3882,   0.7772, 0.672652
3883,   0.7772, 0.675076
3884,   0.7772, 0.677616
3885,   0.7772, 0.671768
3886,   0.7772, 0.676206
3887,   0.7772, 0.673828
3888,   0.7772, 0.673076
3889,   0.7772, 0.671703
3890,   0.7772, 0.673019
3891,   0.7772,  0.67926
3892,   0.7772, 0.677748
3893,   0.7772, 0.682235
3894,   0.7772,  0.68568
3895,   0.7772, 0.683393
3896,   0.7772, 0.674656
3897,   0.7772, 0.674705
3898,   0.7772, 0.676683
3899,   0.7772, 0.679391
3900,   0.7772, 0.690909
3901,   0.7772, 0.685654
3902,   0.7772, 0.680801
3903,   0.7772, 0.681824
3904,   0.7772, 0.673788
3905,   0.7772, 0.679326
3906,   0.7772, 0.673242
3907,   0.7772, 0.675125
3908,   0.7772, 0.675561
3909,   0.7772, 0.669501
3910,   0.7772, 0.674388
3911,   0.7772, 0.679738
3912,   0.7772, 0.682442
3913,   0.7772,  0.68517
3914,   0.7772, 0.674412
3915,   0.7772, 0.668733
3916,   0.7772, 0.675329
3917,   0.7772,  0.67692
3918,   0.7772, 0.674973
3919,   0.7772, 0.674675
3920,   0.7772, 0.676784
3921,   0.7772, 0.677269
3922,   0.7772, 0.684146
3923,   0.7772, 0.678437
3924,   0.7772, 0.676238
3925,   0.7772, 0.680628
3926,   0.7772, 0.672568
3927,   0.7772, 0.674258
3928,   0.7772, 0.678981
3929,   0.7772, 0.674977
3930,   0.7772,  0.67449
3931,   0.7772, 0.677862
3932,   0.7772, 0.675392
3933,   0.7772,  0.66704
3934,   0.7772, 0.668076
3935,   0.7772, 0.663031
3936,   0.7772, 0.675678
3937,   0.7772,  0.68159
3938,   0.7772, 0.675777
3939,   0.7772, 0.674986
3940,   0.7772, 0.672979
3941,   0.7772, 0.670934
3942,   0.7772, 0.679289
3943,   0.7772, 0.683227
3944,   0.7772, 0.679955
3945,   0.7772, 0.680224
3946,   0.7772, 0.673555
3947,   0.7772, 0.673279
3948,   0.7772, 0.676208
3949,   0.7772, 0.679045
3950,   0.7772,  0.67836
3951,   0.7772, 0.681802
3952,   0.7772, 0.678389
3953,   0.7772, 0.674174
3954,   0.7772, 0.667525
3955,   0.7772, 0.677996
3956,   0.7772, 0.674841
3957,   0.7782, 0.678623
3958,   0.7782, 0.677234
3959,   0.7782, 0.677077
3960,   0.7782,  0.67733
3961,   0.7782, 0.665986
3962,   0.7782, 0.672373
3963,   0.7782, 0.673151
3964,   0.7782, 0.682992
3965,   0.7782, 0.676025
3966,   0.7782, 0.682398
3967,   0.7782, 0.683317
3968,   0.7782, 0.685766
3969,   0.7782, 0.679099
3970,   0.7782, 0.679161
3971,   0.7782, 0.683528
3972,   0.7782, 0.687662
3973,   0.7782, 0.681783
3974,   0.7782, 0.681956
3975,   0.7782, 0.680309
3976,   0.7782, 0.678549
3977,   0.7782, 0.672361
3978,   0.7782, 0.682709
3979,   0.7782, 0.677927
3980,   0.7782, 0.678563
3981,   0.7782, 0.679426
3982,   0.7782, 0.676019
3983,   0.7773,  0.68052
3984,   0.7773, 0.679051
3985,   0.7773, 0.676774
3986,   0.7773, 0.681922
3987,   0.7773, 0.672625
3988,   0.7773, 0.679869
3989,   0.7773, 0.666079
3990,   0.7773, 0.671609
3991,   0.7773, 0.676124
3992,   0.7773, 0.678766
3993,   0.7773, 0.677467
3994,   0.7773, 0.682454
3995,   0.7773, 0.683136
3996,   0.7773, 0.674848
3997,   0.7773, 0.676251
3998,   0.7773, 0.684171
3999,   0.7773, 0.682149
4000,   0.7773, 0.679025
