gen, tournament_scalar1_twopoint_best, tournament_scalar1_twopoint_ave
 937,   0.7763, 0.685185
 938,   0.7763, 0.691612
 939,   0.7763, 0.692282
 940,   0.7787, 0.695374
 941,   0.7787, 0.695742
 942,   0.7787, 0.692172
 943,   0.7787, 0.688366
 944,   0.7787, 0.696409
 945,   0.7787, 0.704269
 946,   0.7787, 0.701293
 947,   0.7787, 0.699222
 948,   0.7787, 0.700534
 949,   0.7787, 0.698073
 950,   0.7787, 0.699902
 951,   0.7787, 0.697322
 952,   0.7787, 0.701791
 953,   0.7787,  0.69928
 954,   0.7787, 0.701963
 955,   0.7787, 0.705458
 956,   0.7787,  0.69596
 957,   0.7787, 0.703265
 958,   0.7787, 0.704048
 959,   0.7787,  0.70449
 960,   0.7789, 0.697737
 961,   0.7789, 0.700679
 962,   0.7789, 0.704386
 963,   0.7789, 0.706596
 964,   0.7789, 0.701845
 965,   0.7789, 0.702711
 966,   0.7789, 0.700222
 967,   0.7789, 0.699867
 968,   0.7789, 0.698605
 969,   0.7789, 0.699171
 970,   0.7789, 0.700975
 971,   0.7789, 0.698534
 972,   0.7789, 0.699902
 973,   0.7789, 0.701133
 974,   0.7789,  0.70108
 975,   0.7789, 0.703709
 976,   0.7789, 0.700302
 977,   0.7789, 0.698117
 978,   0.7789, 0.696724
 979,   0.7789, 0.697976
 980,   0.7789, 0.697689
 981,   0.7789, 0.697895
 982,   0.7789, 0.700163
 983,   0.7789, 0.700795
 984,   0.7809, 0.693674
 985,   0.7809, 0.703405
 986,   0.7809, 0.700819
 987,   0.7809, 0.700255
 988,   0.7809,  0.69825
 989,   0.7809, 0.703185
 990,   0.7809, 0.696695
 991,   0.7809, 0.699199
 992,   0.7809, 0.697682
 993,   0.7809, 0.702852
 994,   0.7809, 0.701159
 995,   0.7809, 0.702287
 996,   0.7809, 0.705697
 997,   0.7809, 0.704381
 998,   0.7809, 0.704279
 999,   0.7809, 0.705679
1000,   0.7809, 0.701832
1001,   0.7809, 0.705634
1002,   0.7809, 0.703823
1003,   0.7809, 0.704447
1004,   0.7809, 0.704241
1005,   0.7809, 0.705496
1006,   0.7809,  0.70438
1007,   0.7809, 0.702653
1008,   0.7809, 0.705062
1009,   0.7809, 0.708034
1010,   0.7809, 0.708809
1011,   0.7809, 0.701105
1012,   0.7809, 0.704552
1013,   0.7809, 0.702276
1014,   0.7809, 0.702631
1015,   0.7809, 0.699617
1016,   0.7809, 0.697684
1017,   0.7809, 0.701765
1018,   0.7809, 0.703238
1019,   0.7809, 0.699979
1020,   0.7809, 0.701955
1021,   0.7809, 0.699562
1022,   0.7809, 0.697553
1023,   0.7809, 0.694083
1024,   0.7809,  0.69788
1025,   0.7809, 0.700704
1026,   0.7809, 0.697974
1027,   0.7809, 0.698383
1028,   0.7809, 0.702721
1029,   0.7809, 0.700659
1030,   0.7809, 0.707241
1031,   0.7809, 0.702631
1032,   0.7809, 0.699581
1033,   0.7809, 0.693781
1034,   0.7809, 0.699116
1035,   0.7809, 0.702096
1036,   0.7809, 0.702613
1037,   0.7809, 0.701107
1038,   0.7809, 0.700694
1039,   0.7809, 0.706669
1040,    0.771, 0.705324
1041,    0.771, 0.706198
1042,    0.771,  0.70141
1043,   0.7776, 0.696612
1044,   0.7776, 0.692687
1045,   0.7776,  0.69816
1046,   0.7776, 0.697303
1047,   0.7776, 0.695815
1048,   0.7776, 0.703299
1049,   0.7776, 0.698011
1050,   0.7776, 0.694559
1051,   0.7776, 0.696282
1052,   0.7776, 0.701324
1053,   0.7776,  0.70003
1054,   0.7776, 0.700774
1055,   0.7776, 0.704419
1056,   0.7776, 0.704009
1057,   0.7776, 0.698917
1058,   0.7776, 0.702905
1059,   0.7776, 0.702361
1060,   0.7776, 0.697115
1061,   0.7776, 0.697388
1062,   0.7751,    0.699
1063,   0.7751, 0.699629
1064,   0.7751, 0.697954
1065,   0.7751, 0.700733
1066,   0.7751, 0.703314
1067,   0.7751, 0.700672
1068,   0.7751, 0.695699
1069,   0.7751, 0.702408
1070,   0.7751, 0.697913
1071,   0.7751, 0.698822
1072,   0.7783, 0.697635
1073,   0.7783, 0.704725
1074,   0.7783, 0.698698
1075,   0.7783, 0.702876
1076,   0.7783, 0.708253
1077,   0.7783, 0.706105
1078,   0.7783, 0.707709
1079,   0.7783,  0.70262
1080,   0.7803, 0.703203
1081,   0.7803, 0.702222
1082,   0.7803, 0.700437
1083,   0.7803, 0.702051
1084,   0.7803, 0.700346
1085,   0.7803, 0.700446
1086,   0.7803, 0.700527
1087,   0.7803, 0.700855
1088,   0.7803, 0.698296
1089,   0.7803, 0.696079
1090,   0.7803, 0.698428
1091,   0.7803, 0.699057
1092,   0.7803, 0.695039
1093,   0.7803, 0.700552
1094,   0.7803, 0.696923
1095,   0.7803, 0.696546
1096,   0.7803, 0.695993
1097,   0.7803, 0.702802
1098,   0.7803,  0.70183
1099,   0.7803, 0.697816
1100,   0.7803, 0.699805
1101,   0.7792, 0.703551
1102,   0.7792, 0.701958
1103,   0.7792, 0.698994
1104,   0.7792, 0.700407
1105,   0.7792, 0.698531
1106,   0.7792, 0.706718
1107,   0.7792, 0.705156
1108,   0.7802, 0.704413
1109,   0.7802,  0.70251
1110,   0.7802, 0.704866
1111,   0.7802, 0.702276
1112,   0.7802, 0.698005
1113,   0.7759, 0.701724
1114,   0.7759, 0.699267
1115,   0.7759, 0.697242
1116,   0.7759, 0.698755
1117,   0.7749, 0.698162
1118,   0.7749, 0.696539
1119,   0.7749,  0.69869
1120,   0.7749, 0.698383
1121,   0.7749,  0.70042
1122,   0.7823, 0.695929
1123,   0.7823, 0.696325
1124,   0.7823, 0.696051
1125,   0.7823, 0.690647
1126,   0.7823, 0.695926
1127,   0.7823, 0.699318
1128,   0.7823, 0.701377
1129,   0.7823, 0.697243
1130,   0.7823, 0.701996
1131,   0.7823, 0.696064
1132,   0.7823, 0.694088
1133,   0.7807, 0.697378
1134,   0.7807, 0.702538
1135,   0.7807,  0.70043
1136,   0.7807, 0.703778
1137,   0.7807, 0.698265
1138,   0.7807, 0.698977
1139,   0.7807, 0.694168
1140,   0.7807, 0.693432
1141,   0.7807, 0.698303
1142,   0.7807, 0.695754
1143,   0.7807, 0.700279
1144,   0.7807, 0.699509
1145,   0.7807,  0.69558
1146,   0.7807, 0.696599
1147,   0.7807, 0.698456
1148,   0.7807, 0.701967
1149,   0.7807, 0.694454
1150,   0.7807, 0.692115
1151,   0.7807, 0.692623
1152,   0.7807, 0.701483
1153,   0.7741, 0.697685
1154,   0.7741, 0.697088
1155,   0.7741,  0.69497
1156,   0.7741, 0.696335
1157,   0.7741, 0.697044
1158,   0.7741, 0.701761
1159,   0.7741, 0.694164
1160,   0.7741, 0.697468
1161,   0.7741, 0.697663
1162,   0.7741, 0.697264
1163,   0.7741, 0.694413
1164,   0.7741, 0.693674
1165,   0.7741, 0.699464
1166,   0.7741,  0.69677
1167,   0.7741, 0.694533
1168,   0.7741, 0.696883
1169,   0.7741, 0.695686
1170,   0.7738, 0.696675
1171,   0.7738, 0.699874
1172,   0.7738, 0.698307
1173,   0.7738, 0.701635
1174,   0.7738, 0.697421
1175,   0.7738, 0.693919
1176,   0.7738, 0.695008
1177,   0.7738, 0.692015
1178,   0.7738, 0.692453
1179,   0.7738,  0.69619
1180,   0.7738, 0.694032
1181,   0.7738, 0.694416
1182,   0.7738, 0.694481
1183,   0.7738, 0.697475
1184,   0.7738, 0.697169
1185,   0.7738, 0.698383
1186,   0.7738, 0.698187
1187,   0.7738, 0.698714
1188,   0.7738, 0.693636
1189,   0.7738, 0.690316
1190,   0.7738, 0.694807
1191,   0.7738, 0.698805
1192,   0.7738, 0.697216
1193,   0.7738, 0.693348
1194,   0.7738, 0.698655
1195,   0.7738, 0.694597
1196,   0.7738, 0.699521
1197,   0.7738, 0.688787
1198,   0.7738,  0.69329
1199,   0.7738, 0.690883
1200,   0.7738, 0.691062
1201,   0.7805, 0.693676
1202,   0.7805,  0.69345
1203,   0.7805,  0.69449
1204,   0.7805, 0.691576
1205,   0.7805, 0.700644
1206,   0.7745, 0.695945
1207,   0.7745, 0.697178
1208,   0.7806, 0.693387
1209,   0.7806, 0.690112
1210,   0.7806, 0.696703
1211,   0.7806, 0.698545
1212,   0.7806, 0.696285
1213,   0.7804, 0.695722
1214,   0.7804, 0.702851
1215,   0.7804, 0.697531
1216,   0.7804, 0.701055
1217,   0.7804,  0.69861
1218,   0.7804,  0.70247
1219,   0.7804, 0.698272
1220,   0.7804, 0.696099
1221,   0.7804, 0.696504
1222,   0.7818, 0.697233
1223,   0.7818, 0.698416
1224,   0.7818, 0.700968
1225,   0.7839, 0.702671
1226,   0.7839, 0.703359
1227,   0.7839, 0.700197
1228,   0.7839, 0.703103
1229,   0.7839, 0.700929
1230,   0.7839, 0.702272
1231,   0.7839, 0.700585
1232,   0.7839, 0.703076
1233,   0.7839, 0.703183
1234,   0.7839, 0.697287
1235,   0.7839, 0.706543
1236,   0.7839, 0.702528
1237,   0.7839, 0.701882
1238,   0.7839, 0.705209
1239,   0.7839, 0.701925
1240,   0.7839, 0.701215
1241,   0.7833, 0.704349
1242,   0.7833, 0.705591
1243,   0.7833, 0.702036
1244,   0.7833, 0.700099
1245,   0.7833, 0.700248
1246,   0.7833, 0.698646
1247,   0.7833, 0.704093
1248,   0.7833, 0.705108
1249,   0.7833, 0.709108
1250,   0.7833, 0.707374
1251,   0.7833, 0.706294
1252,   0.7833,   0.7068
1253,   0.7833, 0.703111
1254,   0.7833, 0.705746
1255,   0.7833, 0.704385
1256,   0.7833, 0.706784
1257,   0.7833, 0.708022
1258,   0.7833, 0.704611
1259,   0.7833, 0.703168
1260,   0.7833, 0.706646
1261,   0.7833, 0.703727
1262,   0.7833, 0.702607
1263,   0.7833, 0.706302
1264,   0.7833, 0.705215
1265,   0.7833, 0.710765
1266,   0.7833, 0.705593
1267,   0.7833, 0.704034
1268,   0.7833, 0.700038
1269,   0.7833, 0.701872
1270,   0.7833, 0.699511
1271,   0.7833, 0.701861
1272,   0.7833, 0.699328
1273,   0.7833, 0.700571
1274,   0.7833, 0.704118
1275,   0.7833, 0.700993
1276,   0.7833, 0.699772
1277,   0.7833, 0.702717
1278,   0.7833, 0.707198
1279,   0.7833,  0.70129
1280,   0.7833, 0.706957
1281,   0.7833, 0.702488
1282,   0.7833, 0.704678
1283,   0.7833, 0.707963
1284,   0.7833, 0.702286
1285,   0.7833, 0.704868
1286,   0.7833, 0.701354
1287,   0.7833, 0.704214
1288,   0.7833, 0.700429
1289,   0.7833, 0.707439
1290,   0.7833, 0.702357
1291,   0.7833, 0.704162
1292,   0.7833, 0.700964
1293,   0.7833, 0.707423
1294,   0.7833, 0.699799
1295,   0.7833, 0.702073
1296,   0.7833, 0.701174
1297,   0.7833,  0.70402
1298,   0.7833, 0.701702
1299,   0.7833, 0.702637
1300,   0.7833, 0.700109
1301,   0.7833, 0.700441
1302,   0.7833, 0.705057
1303,   0.7833, 0.703336
1304,   0.7833, 0.702408
1305,   0.7833, 0.702867
1306,   0.7833, 0.702619
1307,   0.7833, 0.707619
1308,   0.7833, 0.706032
1309,   0.7833, 0.705083
1310,   0.7833, 0.699051
1311,   0.7833, 0.698277
1312,   0.7833, 0.698486
1313,   0.7833, 0.697403
1314,   0.7833, 0.704156
1315,   0.7833, 0.701988
1316,   0.7833, 0.700452
1317,   0.7833, 0.703495
1318,   0.7833,   0.7026
1319,   0.7833, 0.702453
1320,   0.7833, 0.707151
1321,   0.7833, 0.700398
1322,   0.7833,   0.7015
1323,   0.7833, 0.701666
1324,   0.7833, 0.704732
1325,   0.7833, 0.703696
1326,   0.7833, 0.699321
1327,   0.7833, 0.693646
1328,   0.7833, 0.698955
1329,   0.7825, 0.704511
1330,   0.7825, 0.705591
1331,    0.784,  0.70496
1332,    0.784,  0.70658
1333,   0.7857, 0.705662
1334,   0.7857, 0.705198
1335,   0.7857, 0.697391
1336,   0.7857, 0.705999
1337,   0.7857, 0.706216
1338,   0.7857, 0.709268
1339,   0.7857, 0.703132
1340,   0.7857, 0.701862
1341,   0.7857, 0.705832
1342,   0.7857, 0.702784
1343,   0.7857, 0.702519
1344,   0.7857, 0.705101
1345,   0.7857, 0.702517
1346,   0.7857, 0.704156
1347,   0.7857, 0.704411
1348,   0.7857, 0.704518
1349,   0.7857, 0.710927
1350,   0.7857, 0.708885
1351,   0.7857, 0.706113
1352,   0.7857, 0.705917
1353,   0.7857, 0.708955
1354,   0.7857, 0.706015
1355,   0.7857, 0.701323
1356,   0.7857, 0.705494
1357,   0.7857,  0.70708
1358,   0.7857, 0.707687
1359,   0.7857, 0.704604
1360,   0.7857,  0.70784
1361,   0.7857, 0.702973
1362,   0.7857, 0.703405
1363,   0.7857, 0.703205
1364,   0.7857, 0.706306
1365,   0.7857, 0.700181
1366,   0.7857, 0.702069
1367,   0.7903, 0.705362
1368,   0.7903, 0.703857
1369,   0.7903, 0.705056
1370,   0.7903, 0.704282
1371,   0.7903, 0.706838
1372,   0.7903, 0.709639
1373,   0.7903, 0.709618
1374,   0.7903, 0.706995
1375,   0.7903, 0.709732
1376,   0.7903,  0.71376
1377,   0.7903, 0.711339
1378,   0.7903, 0.710455
1379,   0.7903, 0.710642
1380,   0.7903, 0.710242
1381,   0.7903, 0.707598
1382,   0.7903, 0.709777
1383,   0.7903, 0.703607
1384,   0.7903, 0.705219
1385,   0.7903, 0.708227
1386,   0.7844, 0.706472
1387,   0.7844, 0.703384
1388,   0.7844,  0.70632
1389,   0.7844, 0.704543
1390,   0.7844, 0.702083
1391,   0.7844,  0.69882
1392,   0.7844, 0.700966
1393,   0.7844, 0.706712
1394,   0.7844, 0.702866
1395,   0.7844, 0.701156
1396,   0.7844, 0.706331
1397,   0.7844, 0.704025
1398,   0.7844, 0.708726
1399,   0.7844, 0.706414
1400,   0.7844, 0.702639
1401,   0.7844, 0.701967
1402,   0.7849, 0.703565
1403,   0.7849, 0.707249
1404,   0.7849, 0.700982
1405,   0.7849, 0.708163
1406,   0.7849,  0.70396
1407,   0.7849, 0.697295
1408,   0.7849, 0.706503
1409,   0.7849, 0.702768
1410,   0.7849, 0.699229
1411,   0.7849, 0.704048
1412,   0.7849,  0.70364
1413,   0.7849, 0.704138
1414,   0.7849, 0.702394
1415,   0.7849, 0.700981
1416,   0.7849, 0.702942
1417,   0.7849, 0.701572
1418,   0.7849, 0.705381
1419,   0.7849, 0.708425
1420,   0.7849,  0.70568
1421,   0.7849, 0.700715
1422,   0.7849, 0.706839
1423,   0.7849, 0.711448
1424,   0.7849, 0.706035
1425,   0.7849,  0.70821
1426,   0.7849, 0.702944
1427,   0.7849, 0.704087
1428,   0.7849, 0.702186
1429,   0.7849, 0.703803
1430,   0.7849, 0.701497
1431,   0.7849, 0.701266
1432,   0.7841, 0.705975
1433,   0.7841, 0.702223
1434,   0.7841, 0.701776
1435,   0.7841, 0.702149
1436,   0.7841, 0.702093
1437,   0.7841,  0.69815
1438,   0.7841, 0.704266
1439,   0.7841, 0.704083
1440,   0.7841, 0.706388
1441,   0.7841, 0.708776
1442,   0.7841,  0.70075
1443,   0.7841, 0.703255
1444,   0.7841, 0.702213
1445,   0.7841, 0.698521
1446,   0.7841, 0.698337
1447,   0.7841, 0.698994
1448,   0.7841, 0.696572
1449,   0.7841, 0.699354
1450,   0.7841, 0.705007
1451,   0.7841, 0.706351
1452,   0.7841, 0.704624
1453,   0.7841, 0.700053
1454,   0.7841, 0.696717
1455,   0.7841, 0.701536
1456,   0.7841, 0.701622
1457,   0.7841, 0.708429
1458,   0.7841, 0.701856
1459,   0.7841, 0.705067
1460,   0.7841, 0.699785
1461,   0.7902, 0.704604
1462,   0.7902, 0.700662
1463,   0.7902, 0.705088
1464,   0.7902, 0.702164
1465,   0.7902, 0.710069
1466,   0.7813, 0.709668
1467,   0.7816, 0.708701
1468,   0.7816, 0.706352
1469,   0.7816, 0.701335
1470,   0.7816, 0.703575
1471,   0.7843, 0.703752
1472,   0.7843, 0.709937
1473,   0.7843, 0.704544
1474,   0.7843, 0.708618
1475,   0.7843, 0.699947
1476,   0.7843, 0.701414
1477,   0.7843, 0.701068
1478,   0.7843, 0.701284
1479,   0.7843, 0.701484
1480,   0.7843, 0.698645
1481,   0.7843, 0.702058
1482,   0.7843, 0.700813
1483,   0.7843,  0.70316
1484,   0.7843, 0.699663
1485,   0.7843, 0.697798
1486,   0.7843,  0.69682
1487,   0.7843, 0.697007
1488,   0.7843, 0.697779
1489,   0.7843, 0.703102
1490,   0.7843, 0.704354
1491,   0.7843, 0.701718
1492,   0.7843, 0.701997
1493,   0.7799, 0.708514
1494,   0.7799, 0.693195
1495,   0.7799, 0.698176
1496,   0.7799, 0.694871
1497,   0.7799, 0.699948
1498,   0.7799, 0.697829
1499,   0.7799, 0.702388
1500,   0.7799, 0.699663
1501,   0.7799, 0.704567
1502,   0.7799, 0.702868
1503,   0.7799, 0.698212
1504,   0.7799, 0.696401
1505,   0.7799, 0.698072
1506,   0.7799, 0.699678
1507,   0.7799,  0.69811
1508,   0.7799, 0.696953
1509,   0.7799, 0.692875
1510,   0.7799,  0.69607
1511,   0.7799, 0.698419
1512,   0.7799, 0.702306
1513,   0.7799,  0.70221
1514,   0.7799, 0.697279
1515,   0.7799,  0.70288
1516,   0.7799, 0.693686
1517,   0.7799, 0.700534
1518,   0.7799,  0.70356
1519,   0.7799, 0.695195
1520,   0.7799, 0.697187
1521,   0.7799, 0.695408
1522,   0.7799, 0.699233
1523,   0.7799, 0.697466
1524,   0.7799, 0.699519
1525,   0.7799, 0.701714
1526,   0.7799, 0.700006
1527,   0.7799, 0.694912
1528,   0.7799, 0.694886
1529,   0.7799, 0.700976
1530,   0.7799,  0.70127
1531,   0.7799, 0.697803
1532,   0.7799, 0.694744
1533,   0.7799,  0.69912
1534,   0.7799, 0.696612
1535,   0.7799, 0.692109
1536,   0.7799, 0.691312
1537,   0.7799, 0.696346
1538,   0.7799, 0.695175
1539,   0.7799, 0.698205
1540,   0.7799, 0.696794
1541,   0.7799, 0.698879
1542,   0.7799, 0.697539
1543,   0.7799, 0.697412
1544,   0.7799,  0.69606
1545,   0.7799,  0.69808
1546,   0.7799, 0.697909
1547,   0.7799, 0.699801
1548,   0.7799, 0.701782
1549,   0.7799, 0.700328
1550,   0.7799, 0.703001
1551,   0.7799, 0.699537
1552,   0.7799, 0.695643
1553,   0.7799, 0.697513
1554,   0.7799,  0.70015
1555,   0.7799, 0.700071
1556,   0.7799, 0.695997
1557,   0.7904, 0.695143
1558,   0.7904, 0.697641
1559,   0.7904, 0.699709
1560,   0.7904, 0.705547
1561,   0.7904, 0.700838
1562,   0.7904, 0.704768
1563,   0.7904, 0.704302
1564,   0.7821, 0.700052
1565,   0.7812, 0.707864
1566,   0.7812, 0.699573
1567,   0.7812,  0.69947
1568,   0.7812, 0.702693
1569,   0.7812, 0.701009
1570,   0.7812, 0.700393
1571,   0.7812, 0.703346
1572,   0.7812, 0.698129
1573,   0.7812, 0.699612
1574,   0.7812, 0.701241
